lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.4,-0.0435897435897436,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': [""8 St James's Ave, Beckenham BR3 4HG, UK""], 'rows': [{'elements': [{'distance': {'text': '28.1 km', 'value': 28054}, 'duration': {'text': '1 hour 18 mins', 'value': 4680}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': [""8 St James's Ave, Beckenham BR3 4HG, UK""], 'rows': [{'elements': [{'distance': {'text': '21.7 km', 'value': 21667}, 'duration': {'text': '54 mins', 'value': 3229}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 18 mins,54 mins,28.1 km,21.7 km,78,54,"8 St James's Ave, Beckenham BR3 4HG, UK"
51.4,-0.033333333333333326,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['89 Groveland Rd, Beckenham BR3 3PX, UK'], 'rows': [{'elements': [{'distance': {'text': '25.2 km', 'value': 25162}, 'duration': {'text': '1 hour 4 mins', 'value': 3820}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['89 Groveland Rd, Beckenham BR3 3PX, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21315}, 'duration': {'text': '41 mins', 'value': 2431}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,41 mins,25.2 km,21.3 km,64,41,"89 Groveland Rd, Beckenham BR3 3PX, UK"
51.4,-0.02307692307692305,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['47 Manor Way, Beckenham BR3 3LN, UK'], 'rows': [{'elements': [{'distance': {'text': '24.9 km', 'value': 24862}, 'duration': {'text': '1 hour 14 mins', 'value': 4454}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['47 Manor Way, Beckenham BR3 3LN, UK'], 'rows': [{'elements': [{'distance': {'text': '19.5 km', 'value': 19452}, 'duration': {'text': '1 hour 4 mins', 'value': 3843}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 14 mins,1 hour 4 mins,24.9 km,19.5 km,74,64,"47 Manor Way, Beckenham BR3 3LN, UK"
51.4,-0.01282051282051283,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['83 Kenwood Dr, Beckenham BR3 6QZ, UK'], 'rows': [{'elements': [{'distance': {'text': '29.9 km', 'value': 29852}, 'duration': {'text': '1 hour 17 mins', 'value': 4609}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['83 Kenwood Dr, Beckenham BR3 6QZ, UK'], 'rows': [{'elements': [{'distance': {'text': '22.2 km', 'value': 22217}, 'duration': {'text': '1 hour 10 mins', 'value': 4191}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 17 mins,1 hour 10 mins,29.9 km,22.2 km,77,70,"83 Kenwood Dr, Beckenham BR3 6QZ, UK"
51.4,-0.002564102564102555,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['4 Virginia Cl, Bromley BR2 0AF, UK'], 'rows': [{'elements': [{'distance': {'text': '28.9 km', 'value': 28889}, 'duration': {'text': '1 hour 14 mins', 'value': 4443}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['4 Virginia Cl, Bromley BR2 0AF, UK'], 'rows': [{'elements': [{'distance': {'text': '27.3 km', 'value': 27278}, 'duration': {'text': '1 hour 8 mins', 'value': 4085}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 14 mins,1 hour 8 mins,28.9 km,27.3 km,74,68,"4 Virginia Cl, Bromley BR2 0AF, UK"
51.4,0.0076923076923077205,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['65 Durham Rd, Bromley BR2 0SN, UK'], 'rows': [{'elements': [{'distance': {'text': '27.8 km', 'value': 27842}, 'duration': {'text': '1 hour 8 mins', 'value': 4087}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['65 Durham Rd, Bromley BR2 0SN, UK'], 'rows': [{'elements': [{'distance': {'text': '28.5 km', 'value': 28476}, 'duration': {'text': '1 hour 4 mins', 'value': 3836}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 8 mins,1 hour 4 mins,27.8 km,28.5 km,68,64,"65 Durham Rd, Bromley BR2 0SN, UK"
51.4,0.01794871794871794,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Unicorn House, 28 Elmfield Rd, Bromley BR1 1NX, UK'], 'rows': [{'elements': [{'distance': {'text': '27.0 km', 'value': 26976}, 'duration': {'text': '58 mins', 'value': 3469}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Unicorn House, 28 Elmfield Rd, Bromley BR1 1NX, UK'], 'rows': [{'elements': [{'distance': {'text': '32.1 km', 'value': 32122}, 'duration': {'text': '54 mins', 'value': 3213}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,54 mins,27.0 km,32.1 km,58,54,"Unicorn House, 28 Elmfield Rd, Bromley BR1 1NX, UK"
51.4,0.028205128205128216,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['87 Bishops Ave, Bromley BR1 3ET, UK'], 'rows': [{'elements': [{'distance': {'text': '27.8 km', 'value': 27803}, 'duration': {'text': '1 hour 7 mins', 'value': 4025}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['87 Bishops Ave, Bromley BR1 3ET, UK'], 'rows': [{'elements': [{'distance': {'text': '21.4 km', 'value': 21367}, 'duration': {'text': '1 hour 4 mins', 'value': 3834}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 7 mins,1 hour 4 mins,27.8 km,21.4 km,67,64,"87 Bishops Ave, Bromley BR1 3ET, UK"
51.4,0.03846153846153849,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['22 Ellen Cl, Bromley BR1 2QW, UK'], 'rows': [{'elements': [{'distance': {'text': '29.5 km', 'value': 29517}, 'duration': {'text': '1 hour 15 mins', 'value': 4526}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['22 Ellen Cl, Bromley BR1 2QW, UK'], 'rows': [{'elements': [{'distance': {'text': '30.8 km', 'value': 30784}, 'duration': {'text': '59 mins', 'value': 3555}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 15 mins,59 mins,29.5 km,30.8 km,75,59,"22 Ellen Cl, Bromley BR1 2QW, UK"
51.4,0.04871794871794871,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['4 Sylvan Walk, Bromley BR1 2XE, UK'], 'rows': [{'elements': [{'distance': {'text': '29.2 km', 'value': 29175}, 'duration': {'text': '1 hour 11 mins', 'value': 4245}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['4 Sylvan Walk, Bromley BR1 2XE, UK'], 'rows': [{'elements': [{'distance': {'text': '30.4 km', 'value': 30442}, 'duration': {'text': '55 mins', 'value': 3274}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 11 mins,55 mins,29.2 km,30.4 km,71,55,"4 Sylvan Walk, Bromley BR1 2XE, UK"
51.4,0.05897435897435899,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['13 Otford Cl, Bromley BR1 2JQ, UK'], 'rows': [{'elements': [{'distance': {'text': '28.3 km', 'value': 28300}, 'duration': {'text': '1 hour 11 mins', 'value': 4277}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['13 Otford Cl, Bromley BR1 2JQ, UK'], 'rows': [{'elements': [{'distance': {'text': '15.9 km', 'value': 15853}, 'duration': {'text': '53 mins', 'value': 3186}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 11 mins,53 mins,28.3 km,15.9 km,71,53,"13 Otford Cl, Bromley BR1 2JQ, UK"
51.4,0.06923076923076926,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Chislehurst, UK'], 'rows': [{'elements': [{'distance': {'text': '35.3 km', 'value': 35311}, 'duration': {'text': '1 hour 28 mins', 'value': 5278}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Chislehurst, UK'], 'rows': [{'elements': [{'distance': {'text': '18.9 km', 'value': 18894}, 'duration': {'text': '1 hour 7 mins', 'value': 4007}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 28 mins,1 hour 7 mins,35.3 km,18.9 km,88,67,"Chislehurst, UK"
51.4,0.07948717948717948,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Chislehurst, UK'], 'rows': [{'elements': [{'distance': {'text': '31.2 km', 'value': 31218}, 'duration': {'text': '1 hour 38 mins', 'value': 5903}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Chislehurst, UK'], 'rows': [{'elements': [{'distance': {'text': '24.9 km', 'value': 24852}, 'duration': {'text': '1 hour 11 mins', 'value': 4268}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 38 mins,1 hour 11 mins,31.2 km,24.9 km,98,71,"Chislehurst, UK"
51.4,0.08974358974358976,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Kenley Cl, Orpington, Chislehurst BR7 6QT, UK'], 'rows': [{'elements': [{'distance': {'text': '36.8 km', 'value': 36756}, 'duration': {'text': '1 hour 25 mins', 'value': 5125}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Kenley Cl, Orpington, Chislehurst BR7 6QT, UK'], 'rows': [{'elements': [{'distance': {'text': '28.5 km', 'value': 28465}, 'duration': {'text': '1 hour 8 mins', 'value': 4061}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 25 mins,1 hour 8 mins,36.8 km,28.5 km,85,68,"3 Kenley Cl, Orpington, Chislehurst BR7 6QT, UK"
51.4,0.1,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['30 Sunnyfield Rd, Orpington, Chislehurst BR7 6QP, UK'], 'rows': [{'elements': [{'distance': {'text': '34.4 km', 'value': 34386}, 'duration': {'text': '1 hour 20 mins', 'value': 4781}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['30 Sunnyfield Rd, Orpington, Chislehurst BR7 6QP, UK'], 'rows': [{'elements': [{'distance': {'text': '27.9 km', 'value': 27938}, 'duration': {'text': '1 hour 11 mins', 'value': 4237}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 20 mins,1 hour 11 mins,34.4 km,27.9 km,80,71,"30 Sunnyfield Rd, Orpington, Chislehurst BR7 6QP, UK"
51.40689655172414,-0.3,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': [""7 Knight's Park, Kingston upon Thames KT1 2QH, UK""], 'rows': [{'elements': [{'distance': {'text': '14.9 km', 'value': 14888}, 'duration': {'text': '1 hour 26 mins', 'value': 5172}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': [""7 Knight's Park, Kingston upon Thames KT1 2QH, UK""], 'rows': [{'elements': [{'distance': {'text': '28.0 km', 'value': 28009}, 'duration': {'text': '1 hour 5 mins', 'value': 3893}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 26 mins,1 hour 5 mins,14.9 km,28.0 km,86,65,"7 Knight's Park, Kingston upon Thames KT1 2QH, UK"
51.40689655172414,-0.2897435897435897,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['24A Piper Rd, Kingston upon Thames KT1 3EX, UK'], 'rows': [{'elements': [{'distance': {'text': '14.6 km', 'value': 14635}, 'duration': {'text': '1 hour 24 mins', 'value': 5063}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['24A Piper Rd, Kingston upon Thames KT1 3EX, UK'], 'rows': [{'elements': [{'distance': {'text': '26.9 km', 'value': 26941}, 'duration': {'text': '1 hour 5 mins', 'value': 3920}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 24 mins,1 hour 5 mins,14.6 km,26.9 km,84,65,"24A Piper Rd, Kingston upon Thames KT1 3EX, UK"
51.40689655172414,-0.2794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['10 Charter Rd, Kingston upon Thames KT1 3PY, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21316}, 'duration': {'text': '1 hour 3 mins', 'value': 3765}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['10 Charter Rd, Kingston upon Thames KT1 3PY, UK'], 'rows': [{'elements': [{'distance': {'text': '26.8 km', 'value': 26763}, 'duration': {'text': '1 hour 3 mins', 'value': 3754}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 3 mins,1 hour 3 mins,21.3 km,26.8 km,63,63,"10 Charter Rd, Kingston upon Thames KT1 3PY, UK"
51.40689655172414,-0.2692307692307692,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 The Green, New Malden KT3 3LD, UK'], 'rows': [{'elements': [{'distance': {'text': '17.6 km', 'value': 17594}, 'duration': {'text': '1 hour 30 mins', 'value': 5428}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 The Green, New Malden KT3 3LD, UK'], 'rows': [{'elements': [{'distance': {'text': '24.8 km', 'value': 24803}, 'duration': {'text': '1 hour 4 mins', 'value': 3825}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 30 mins,1 hour 4 mins,17.6 km,24.8 km,90,64,"3 The Green, New Malden KT3 3LD, UK"
51.40689655172414,-0.25897435897435894,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['4 Sycamore Grove, New Malden KT3 3DJ, UK'], 'rows': [{'elements': [{'distance': {'text': '18.7 km', 'value': 18682}, 'duration': {'text': '1 hour 0 mins', 'value': 3610}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['4 Sycamore Grove, New Malden KT3 3DJ, UK'], 'rows': [{'elements': [{'distance': {'text': '24.1 km', 'value': 24071}, 'duration': {'text': '55 mins', 'value': 3299}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,55 mins,18.7 km,24.1 km,60,55,"4 Sycamore Grove, New Malden KT3 3DJ, UK"
51.40689655172414,-0.24871794871794872,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['95 Alric Ave, New Malden KT3 4JP, UK'], 'rows': [{'elements': [{'distance': {'text': '18.8 km', 'value': 18792}, 'duration': {'text': '1 hour 1 min', 'value': 3679}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['95 Alric Ave, New Malden KT3 4JP, UK'], 'rows': [{'elements': [{'distance': {'text': '24.2 km', 'value': 24181}, 'duration': {'text': '56 mins', 'value': 3368}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,56 mins,18.8 km,24.2 km,61,56,"95 Alric Ave, New Malden KT3 4JP, UK"
51.40689655172414,-0.23846153846153845,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['103 Polesden Gardens, London SW20 0UW, UK'], 'rows': [{'elements': [{'distance': {'text': '17.0 km', 'value': 17033}, 'duration': {'text': '59 mins', 'value': 3555}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['103 Polesden Gardens, London SW20 0UW, UK'], 'rows': [{'elements': [{'distance': {'text': '22.5 km', 'value': 22497}, 'duration': {'text': '56 mins', 'value': 3359}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,56 mins,17.0 km,22.5 km,59,56,"103 Polesden Gardens, London SW20 0UW, UK"
51.40689655172414,-0.2282051282051282,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Bushey Rd, London SW20, UK'], 'rows': [{'elements': [{'distance': {'text': '16.6 km', 'value': 16577}, 'duration': {'text': '53 mins', 'value': 3206}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Bushey Rd, London SW20, UK'], 'rows': [{'elements': [{'distance': {'text': '22.0 km', 'value': 22015}, 'duration': {'text': '51 mins', 'value': 3069}, 'status': 'OK'}]}], 'status': 'OK'}",53 mins,51 mins,16.6 km,22.0 km,53,51,"Bushey Rd, London SW20, UK"
51.40689655172414,-0.21794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['333 Martin Way, London SW20 9BT, UK'], 'rows': [{'elements': [{'distance': {'text': '16.8 km', 'value': 16769}, 'duration': {'text': '1 hour 4 mins', 'value': 3812}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['333 Martin Way, London SW20 9BT, UK'], 'rows': [{'elements': [{'distance': {'text': '22.3 km', 'value': 22311}, 'duration': {'text': '1 hour 3 mins', 'value': 3803}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,1 hour 3 mins,16.8 km,22.3 km,64,63,"333 Martin Way, London SW20 9BT, UK"
51.40689655172414,-0.20769230769230768,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['19 Hadleigh Cl, London SW20 9AW, UK'], 'rows': [{'elements': [{'distance': {'text': '16.7 km', 'value': 16708}, 'duration': {'text': '1 hour 2 mins', 'value': 3694}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['19 Hadleigh Cl, London SW20 9AW, UK'], 'rows': [{'elements': [{'distance': {'text': '21.6 km', 'value': 21637}, 'duration': {'text': '1 hour 1 min', 'value': 3677}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,1 hour 1 min,16.7 km,21.6 km,62,61,"19 Hadleigh Cl, London SW20 9AW, UK"
51.40689655172414,-0.19743589743589743,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['27 Charminster Ave, London SW19 3EL, UK'], 'rows': [{'elements': [{'distance': {'text': '23.7 km', 'value': 23736}, 'duration': {'text': '1 hour 7 mins', 'value': 4028}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['27 Charminster Ave, London SW19 3EL, UK'], 'rows': [{'elements': [{'distance': {'text': '21.0 km', 'value': 20991}, 'duration': {'text': '53 mins', 'value': 3177}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 7 mins,53 mins,23.7 km,21.0 km,67,53,"27 Charminster Ave, London SW19 3EL, UK"
51.40689655172414,-0.18717948717948718,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['19 Deer Park Rd, London SW19, UK'], 'rows': [{'elements': [{'distance': {'text': '17.2 km', 'value': 17162}, 'duration': {'text': '1 hour 3 mins', 'value': 3808}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['19 Deer Park Rd, London SW19, UK'], 'rows': [{'elements': [{'distance': {'text': '21.1 km', 'value': 21068}, 'duration': {'text': '56 mins', 'value': 3363}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 3 mins,56 mins,17.2 km,21.1 km,63,56,"19 Deer Park Rd, London SW19, UK"
51.40689655172414,-0.1769230769230769,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['36 Sycamore Gardens, Mitcham CR4 3QP, UK'], 'rows': [{'elements': [{'distance': {'text': '18.2 km', 'value': 18164}, 'duration': {'text': '1 hour 6 mins', 'value': 3962}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['36 Sycamore Gardens, Mitcham CR4 3QP, UK'], 'rows': [{'elements': [{'distance': {'text': '19.0 km', 'value': 18983}, 'duration': {'text': '1 hour 4 mins', 'value': 3826}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 6 mins,1 hour 4 mins,18.2 km,19.0 km,66,64,"36 Sycamore Gardens, Mitcham CR4 3QP, UK"
51.40689655172414,-0.16666666666666666,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['12 Sadler Cl, Mitcham CR4 3HX, UK'], 'rows': [{'elements': [{'distance': {'text': '17.5 km', 'value': 17456}, 'duration': {'text': '1 hour 6 mins', 'value': 3945}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['12 Sadler Cl, Mitcham CR4 3HX, UK'], 'rows': [{'elements': [{'distance': {'text': '19.4 km', 'value': 19374}, 'duration': {'text': '57 mins', 'value': 3427}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 6 mins,57 mins,17.5 km,19.4 km,66,57,"12 Sadler Cl, Mitcham CR4 3HX, UK"
51.40689655172414,-0.1564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['10 Laburnum Rd, Mitcham CR4 2NE, UK'], 'rows': [{'elements': [{'distance': {'text': '16.7 km', 'value': 16714}, 'duration': {'text': '56 mins', 'value': 3382}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['10 Laburnum Rd, Mitcham CR4 2NE, UK'], 'rows': [{'elements': [{'distance': {'text': '22.7 km', 'value': 22659}, 'duration': {'text': '55 mins', 'value': 3311}, 'status': 'OK'}]}], 'status': 'OK'}",56 mins,55 mins,16.7 km,22.7 km,56,55,"10 Laburnum Rd, Mitcham CR4 2NE, UK"
51.40689655172414,-0.14615384615384613,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['87 Clay Ave, Mitcham CR4 1BU, UK'], 'rows': [{'elements': [{'distance': {'text': '16.9 km', 'value': 16878}, 'duration': {'text': '1 hour 14 mins', 'value': 4452}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['87 Clay Ave, Mitcham CR4 1BU, UK'], 'rows': [{'elements': [{'distance': {'text': '23.1 km', 'value': 23147}, 'duration': {'text': '1 hour 18 mins', 'value': 4706}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 14 mins,1 hour 18 mins,16.9 km,23.1 km,74,78,"87 Clay Ave, Mitcham CR4 1BU, UK"
51.40689655172414,-0.1358974358974359,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['72A Beckway Rd, London SW16 4HA, UK'], 'rows': [{'elements': [{'distance': {'text': '18.1 km', 'value': 18143}, 'duration': {'text': '1 hour 12 mins', 'value': 4318}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['72A Beckway Rd, London SW16 4HA, UK'], 'rows': [{'elements': [{'distance': {'text': '20.5 km', 'value': 20517}, 'duration': {'text': '1 hour 8 mins', 'value': 4055}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 12 mins,1 hour 8 mins,18.1 km,20.5 km,72,68,"72A Beckway Rd, London SW16 4HA, UK"
51.40689655172414,-0.12564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['53 Newlands Rd, London SW16 4SR, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21334}, 'duration': {'text': '1 hour 17 mins', 'value': 4592}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['53 Newlands Rd, London SW16 4SR, UK'], 'rows': [{'elements': [{'distance': {'text': '21.5 km', 'value': 21507}, 'duration': {'text': '1 hour 5 mins', 'value': 3912}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 17 mins,1 hour 5 mins,21.3 km,21.5 km,77,65,"53 Newlands Rd, London SW16 4SR, UK"
